index	path_json	canonical_path_json	type	encrypted	compression_method	compression_name	flag_bits	crc32	compressed_size	uncompressed_size	date_time_json	create_system	create_version	extract_version	external_attr	unix_mode	header_offset	extra_hex	comment_hex
27	"sonic-linkmgrd-vm-codex-gpt56-sol-max-20260720/linkmgrd/.specula-output/spec-gen.last-message.txt"	"sonic-linkmgrd-vm-codex-gpt56-sol-max-20260720/linkmgrd/.specula-output/spec-gen.last-message.txt"	file	false	8	deflated	8	8f14b840	522	1620	[2026,7,20,18,2,56]	3	20	20	2175008768	100644	102203	55540d0007710e5e6aba865e6aba865e6a75780b000104e803000004e8030000	
28	"sonic-linkmgrd-vm-codex-gpt56-sol-max-20260720/linkmgrd/.specula-output/bug-classification.resume.json"	"sonic-linkmgrd-vm-codex-gpt56-sol-max-20260720/linkmgrd/.specula-output/bug-classification.resume.json"	file	false	8	deflated	8	341e7750	136	174	[2026,7,21,2,16,12]	3	20	20	2172649472	100600	102900	55540d00070c825e6aba865e6aba865e6a75780b000104e803000004e8030000	
29	"sonic-linkmgrd-vm-codex-gpt56-sol-max-20260720/linkmgrd/.specula-output/spec-repair.resume.json"	"sonic-linkmgrd-vm-codex-gpt56-sol-max-20260720/linkmgrd/.specula-output/spec-repair.resume.json"	file	false	8	deflated	8	918b6b2d	135	174	[2026,7,21,0,49,20]	3	20	20	2172649472	100600	103216	55540d0007b16d5e6aba865e6aba865e6a75780b000104e803000004e8030000	
30	"sonic-linkmgrd-vm-codex-gpt56-sol-max-20260720/linkmgrd/.specula-output/agent.last-message.txt"	"sonic-linkmgrd-vm-codex-gpt56-sol-max-20260720/linkmgrd/.specula-output/agent.last-message.txt"	file	false	8	deflated	8	e391f787	374	673	[2026,7,20,17,16,42]	3	20	20	2175008768	100644	103524	55540d00079b035e6aba865e6aba865e6a75780b000104e803000004e8030000	
31	"sonic-linkmgrd-vm-codex-gpt56-sol-max-20260720/linkmgrd/.specula-output/spec-gen.pid"	"sonic-linkmgrd-vm-codex-gpt56-sol-max-20260720/linkmgrd/.specula-output/spec-gen.pid"	file	false	8	deflated	8	1e2ef2c9	9	7	[2026,7,20,17,16,46]	3	20	20	2175008768	100644	104070	55540d00079e035e6aba865e6aba865e6a75780b000104e803000004e8030000	
32	"sonic-linkmgrd-vm-codex-gpt56-sol-max-20260720/linkmgrd/.specula-output/harness-gen.usage.json"	"sonic-linkmgrd-vm-codex-gpt56-sol-max-20260720/linkmgrd/.specula-output/harness-gen.usage.json"	file	false	8	deflated	8	8a1843a2	132	206	[2026,7,20,18,37,10]	3	20	20	2175008768	100644	104241	55540d000777165e6aba865e6aba865e6a75780b000104e803000004e8030000	
33	"sonic-linkmgrd-vm-codex-gpt56-sol-max-20260720/linkmgrd/.specula-output/bug-confirmation.log"	"sonic-linkmgrd-vm-codex-gpt56-sol-max-20260720/linkmgrd/.specula-output/bug-confirmation.log"	file	false	8	deflated	8	ba95eed8	327	795	[2026,7,21,2,16,10]	3	20	20	2175008768	100644	104545	55540d00070a825e6aba865e6aba865e6a75780b000104e803000004e8030000	
34	"sonic-linkmgrd-vm-codex-gpt56-sol-max-20260720/linkmgrd/.specula-output/spec-validation.log"	"sonic-linkmgrd-vm-codex-gpt56-sol-max-20260720/linkmgrd/.specula-output/spec-validation.log"	file	false	8	deflated	8	c718b863	16114	72951	[2026,7,20,21,12,42]	3	20	20	2175008768	100644	105042	55540d0007eb3a5e6aba865e6aba865e6a75780b000104e803000004e8030000	
35	"sonic-linkmgrd-vm-codex-gpt56-sol-max-20260720/linkmgrd/.specula-output/.harness-gen-prompt.md"	"sonic-linkmgrd-vm-codex-gpt56-sol-max-20260720/linkmgrd/.specula-output/.harness-gen-prompt.md"	file	false	8	deflated	8	dd49a381	677	2257	[2026,7,20,18,3,0]	3	20	20	2175008768	100644	121325	55540d0007740e5e6aba865e6aba865e6a75780b000104e803000004e8030000	
36	"sonic-linkmgrd-vm-codex-gpt56-sol-max-20260720/linkmgrd/.specula-output/bug-classification.pid"	"sonic-linkmgrd-vm-codex-gpt56-sol-max-20260720/linkmgrd/.specula-output/bug-classification.pid"	file	false	8	deflated	8	74d60a01	10	8	[2026,7,21,2,16,10]	3	20	20	2175008768	100644	122174	55540d00070b825e6aba865e6aba865e6a75780b000104e803000004e8030000	
37	"sonic-linkmgrd-vm-codex-gpt56-sol-max-20260720/linkmgrd/.specula-output/harness-gen.activity.jsonl"	"sonic-linkmgrd-vm-codex-gpt56-sol-max-20260720/linkmgrd/.specula-output/harness-gen.activity.jsonl"	file	false	8	deflated	8	ce1f3d95	6379	36779	[2026,7,20,18,37,8]	3	20	20	2175008768	100644	122356	55540d000775165e6aba865e6aba865e6a75780b000104e803000004e8030000	
38	"sonic-linkmgrd-vm-codex-gpt56-sol-max-20260720/linkmgrd/.specula-output/.bug-classification-prompt.md"	"sonic-linkmgrd-vm-codex-gpt56-sol-max-20260720/linkmgrd/.specula-output/.bug-classification-prompt.md"	file	false	8	deflated	8	99777aaf	589	1063	[2026,7,21,2,16,10]	3	20	20	2175008768	100644	128911	55540d00070b825e6aba865e6aba865e6a75780b000104e803000004e8030000	
39	"sonic-linkmgrd-vm-codex-gpt56-sol-max-20260720/linkmgrd/.specula-output/bug-classification.log"	"sonic-linkmgrd-vm-codex-gpt56-sol-max-20260720/linkmgrd/.specula-output/bug-classification.log"	file	false	8	deflated	8	ff18b568	890	2004	[2026,7,21,2,18,46]	3	20	20	2175008768	100644	129679	55540d0007a7825e6aba865e6aba865e6a75780b000104e803000004e8030000	
40	"sonic-linkmgrd-vm-codex-gpt56-sol-max-20260720/linkmgrd/.specula-output/bug-classification.activity.jsonl"	"sonic-linkmgrd-vm-codex-gpt56-sol-max-20260720/linkmgrd/.specula-output/bug-classification.activity.jsonl"	file	false	8	deflated	8	567f070a	2031	7026	[2026,7,21,2,18,46]	3	20	20	2175008768	100644	130741	55540d0007a7825e6aba865e6aba865e6a75780b000104e803000004e8030000	
41	"sonic-linkmgrd-vm-codex-gpt56-sol-max-20260720/linkmgrd/.specula-output/harness-gen.log"	"sonic-linkmgrd-vm-codex-gpt56-sol-max-20260720/linkmgrd/.specula-output/harness-gen.log"	file	false	8	deflated	8	f1a51eb9	3522	10512	[2026,7,20,18,37,8]	3	20	20	2175008768	100644	132955	55540d000775165e6aba865e6aba865e6a75780b000104e803000004e8030000	
42	"sonic-linkmgrd-vm-codex-gpt56-sol-max-20260720/linkmgrd/.specula-output/spec-repair.log"	"sonic-linkmgrd-vm-codex-gpt56-sol-max-20260720/linkmgrd/.specula-output/spec-repair.log"	file	false	8	deflated	8	72a4743d	5755	20229	[2026,7,21,1,37,54]	3	20	20	2175008768	100644	136642	55540d000713795e6aba865e6aba865e6a75780b000104e803000004e8030000	
43	"sonic-linkmgrd-vm-codex-gpt56-sol-max-20260720/linkmgrd/.specula-output/agent.pid"	"sonic-linkmgrd-vm-codex-gpt56-sol-max-20260720/linkmgrd/.specula-output/agent.pid"	file	false	8	deflated	8	d2672fb1	9	7	[2026,7,20,16,23,52]	3	20	20	2175008768	100644	142562	55540d000738f75d6aba865e6aba865e6a75780b000104e803000004e8030000	
44	"sonic-linkmgrd-vm-codex-gpt56-sol-max-20260720/linkmgrd/.specula-output/agent.resume.json"	"sonic-linkmgrd-vm-codex-gpt56-sol-max-20260720/linkmgrd/.specula-output/agent.resume.json"	file	false	8	deflated	8	4c86e7fd	135	174	[2026,7,20,16,23,52]	3	20	20	2172649472	100600	142730	55540d000739f75d6aba865e6aba865e6a75780b000104e803000004e8030000	
45	"sonic-linkmgrd-vm-codex-gpt56-sol-max-20260720/linkmgrd/.specula-output/agent.log"	"sonic-linkmgrd-vm-codex-gpt56-sol-max-20260720/linkmgrd/.specula-output/agent.log"	file	false	8	deflated	8	1aaa567d	8838	33120	[2026,7,20,17,16,42]	3	20	20	2175008768	100644	143032	55540d00079b035e6aba865e6aba865e6a75780b000104e803000004e8030000	
46	"sonic-linkmgrd-vm-codex-gpt56-sol-max-20260720/linkmgrd/.specula-output/spec-validation.usage.json"	"sonic-linkmgrd-vm-codex-gpt56-sol-max-20260720/linkmgrd/.specula-output/spec-validation.usage.json"	file	false	8	deflated	8	c595634b	133	206	[2026,7,20,21,12,44]	3	20	20	2175008768	100644	152029	55540d0007ed3a5e6aba865e6aba865e6a75780b000104e803000004e8030000	
47	"sonic-linkmgrd-vm-codex-gpt56-sol-max-20260720/linkmgrd/.specula-output/spec-validation.resume.json"	"sonic-linkmgrd-vm-codex-gpt56-sol-max-20260720/linkmgrd/.specula-output/spec-validation.resume.json"	file	false	8	deflated	8	cd1c30e5	136	174	[2026,7,20,18,37,12]	3	20	20	2172649472	100600	152338	55540d000779165e6aba865e6aba865e6a75780b000104e803000004e8030000	
48	"sonic-linkmgrd-vm-codex-gpt56-sol-max-20260720/linkmgrd/.specula-output/agent.usage.json"	"sonic-linkmgrd-vm-codex-gpt56-sol-max-20260720/linkmgrd/.specula-output/agent.usage.json"	file	false	8	deflated	8	42b59482	132	206	[2026,7,20,17,16,44]	3	20	20	2175008768	100644	152651	55540d00079c035e6aba865e6aba865e6a75780b000104e803000004e8030000	
49	"sonic-linkmgrd-vm-codex-gpt56-sol-max-20260720/linkmgrd/.specula-output/harness-gen.last-message.txt"	"sonic-linkmgrd-vm-codex-gpt56-sol-max-20260720/linkmgrd/.specula-output/harness-gen.last-message.txt"	file	false	8	deflated	8	d0cc7bde	418	1051	[2026,7,20,18,37,8]	3	20	20	2175008768	100644	152949	55540d000775165e6aba865e6aba865e6a75780b000104e803000004e8030000	
50	"sonic-linkmgrd-vm-codex-gpt56-sol-max-20260720/linkmgrd/.specula-output/spec-repair.last-message.txt"	"sonic-linkmgrd-vm-codex-gpt56-sol-max-20260720/linkmgrd/.specula-output/spec-repair.last-message.txt"	file	false	8	deflated	8	295e3fdb	606	1351	[2026,7,21,1,37,54]	3	20	20	2175008768	100644	153545	55540d000713795e6aba865e6aba865e6a75780b000104e803000004e8030000	
51	"sonic-linkmgrd-vm-codex-gpt56-sol-max-20260720/linkmgrd/.specula-output/spec-validation.last-message.txt"	"sonic-linkmgrd-vm-codex-gpt56-sol-max-20260720/linkmgrd/.specula-output/spec-validation.last-message.txt"	file	false	8	deflated	8	d9d19e55	694	1376	[2026,7,20,21,12,42]	3	20	20	2175008768	100644	154329	55540d0007eb3a5e6aba865e6aba865e6a75780b000104e803000004e8030000	
52	"sonic-linkmgrd-vm-codex-gpt56-sol-max-20260720/linkmgrd/.specula-output/.spec-validation-prompt.md"	"sonic-linkmgrd-vm-codex-gpt56-sol-max-20260720/linkmgrd/.specula-output/.spec-validation-prompt.md"	file	false	8	deflated	8	b9de1aac	703	1661	[2026,7,20,18,37,12]	3	20	20	2175008768	100644	155205	55540d000778165e6aba865e6aba865e6a75780b000104e803000004e8030000	
53	"sonic-linkmgrd-vm-codex-gpt56-sol-max-20260720/linkmgrd/.specula-output/spec-repair.usage.json"	"sonic-linkmgrd-vm-codex-gpt56-sol-max-20260720/linkmgrd/.specula-output/spec-repair.usage.json"	file	false	8	deflated	8	00ead8cc	133	206	[2026,7,21,1,37,56]	3	20	20	2175008768	100644	156084	55540d000714795e6aba865e6aba865e6a75780b000104e803000004e8030000	
54	"sonic-linkmgrd-vm-codex-gpt56-sol-max-20260720/linkmgrd/.specula-output/modeling-brief.md"	"sonic-linkmgrd-vm-codex-gpt56-sol-max-20260720/linkmgrd/.specula-output/modeling-brief.md"	file	false	8	deflated	8	049f89da	7808	19961	[2026,7,20,17,16,14]	3	20	20	2175008768	100644	156389	55540d00077e035e6aba865e6aba865e6a75780b000104e803000004e8030000	
55	"sonic-linkmgrd-vm-codex-gpt56-sol-max-20260720/linkmgrd/.specula-output/analysis-report.md"	"sonic-linkmgrd-vm-codex-gpt56-sol-max-20260720/linkmgrd/.specula-output/analysis-report.md"	file	false	8	deflated	8	cb9fa3bc	16779	46341	[2026,7,20,17,15,8]	3	20	20	2175008768	100644	164364	55540d00073c035e6aba865e6aba865e6a75780b000104e803000004e8030000	
56	"sonic-linkmgrd-vm-codex-gpt56-sol-max-20260720/linkmgrd/.specula-output/spec-gen.activity.jsonl"	"sonic-linkmgrd-vm-codex-gpt56-sol-max-20260720/linkmgrd/.specula-output/spec-gen.activity.jsonl"	file	false	8	deflated	8	f9258596	6593	47220	[2026,7,20,18,2,56]	3	20	20	2175008768	100644	181311	55540d0007710e5e6aba865e6aba865e6a75780b000104e803000004e8030000	
57	"sonic-linkmgrd-vm-codex-gpt56-sol-max-20260720/linkmgrd/.specula-output/spec-repair.activity.jsonl"	"sonic-linkmgrd-vm-codex-gpt56-sol-max-20260720/linkmgrd/.specula-output/spec-repair.activity.jsonl"	file	false	8	deflated	8	0c37ed6f	8975	54333	[2026,7,21,1,37,54]	3	20	20	2175008768	100644	188077	55540d000713795e6aba865e6aba865e6a75780b000104e803000004e8030000	
58	"sonic-linkmgrd-vm-codex-gpt56-sol-max-20260720/linkmgrd/.specula-output/agent.activity.jsonl"	"sonic-linkmgrd-vm-codex-gpt56-sol-max-20260720/linkmgrd/.specula-output/agent.activity.jsonl"	file	false	8	deflated	8	ffb81d62	16207	95606	[2026,7,20,17,16,42]	3	20	20	2175008768	100644	197228	55540d00079b035e6aba865e6aba865e6a75780b000104e803000004e8030000	
59	"sonic-linkmgrd-vm-codex-gpt56-sol-max-20260720/linkmgrd/.specula-output/.prompt.md"	"sonic-linkmgrd-vm-codex-gpt56-sol-max-20260720/linkmgrd/.specula-output/.prompt.md"	file	false	8	deflated	8	bf67cb65	550	1135	[2026,7,20,16,23,52]	3	20	20	2175008768	100644	213605	55540d000738f75d6aba865e6aba865e6a75780b000104e803000004e8030000	
60	"sonic-linkmgrd-vm-codex-gpt56-sol-max-20260720/linkmgrd/.specula-output/harness-gen.resume.json"	"sonic-linkmgrd-vm-codex-gpt56-sol-max-20260720/linkmgrd/.specula-output/harness-gen.resume.json"	file	false	8	deflated	8	94971eef	135	174	[2026,7,20,18,3,0]	3	20	20	2172649472	100600	214315	55540d0007750e5e6aba865e6aba865e6a75780b000104e803000004e8030000	
61	"sonic-linkmgrd-vm-codex-gpt56-sol-max-20260720/linkmgrd/.specula-output/spec-gen.usage.json"	"sonic-linkmgrd-vm-codex-gpt56-sol-max-20260720/linkmgrd/.specula-output/spec-gen.usage.json"	file	false	8	deflated	8	fe71813b	133	206	[2026,7,20,18,2,58]	3	20	20	2175008768	100644	214623	55540d0007730e5e6aba865e6aba865e6a75780b000104e803000004e8030000	
62	"sonic-linkmgrd-vm-codex-gpt56-sol-max-20260720/linkmgrd/.specula-output/bug-classification.usage.json"	"sonic-linkmgrd-vm-codex-gpt56-sol-max-20260720/linkmgrd/.specula-output/bug-classification.usage.json"	file	false	8	deflated	8	5052c4ad	132	206	[2026,7,21,2,18,48]	3	20	20	2175008768	100644	214925	55540d0007a9825e6abc865e6abc865e6a75780b000104e803000004e8030000	
63	"sonic-linkmgrd-vm-codex-gpt56-sol-max-20260720/linkmgrd/.specula-output/repro/"	"sonic-linkmgrd-vm-codex-gpt56-sol-max-20260720/linkmgrd/.specula-output/repro"	directory	false	0	stored	0	00000000	0	0	[2026,7,21,2,12,36]	3	20	20	1106051072	040755	215236	55540d000735815e6aba865e6aba865e6a75780b000104e803000004e8030000	
64	"sonic-linkmgrd-vm-codex-gpt56-sol-max-20260720/linkmgrd/.specula-output/repro/test_bugMC-3_delayed_probe_feedback.c"	"sonic-linkmgrd-vm-codex-gpt56-sol-max-20260720/linkmgrd/.specula-output/repro/test_bugMC-3_delayed_probe_feedback.c"	file	false	8	deflated	8	ad584391	2532	12986	[2026,7,21,2,7,2]	3	20	20	2175008768	100644	215376	55540d0007e67f5e6aba865e6aba865e6a75780b000104e803000004e8030000	
65	"sonic-linkmgrd-vm-codex-gpt56-sol-max-20260720/linkmgrd/.specula-output/repro/test_bugMC-2_peer_link_takeover.cpp"	"sonic-linkmgrd-vm-codex-gpt56-sol-max-20260720/linkmgrd/.specula-output/repro/test_bugMC-2_peer_link_takeover.cpp"	file	false	8	deflated	8	ecdb1fcf	1813	7087	[2026,7,20,21,42,44]	3	20	20	2175008768	100644	218101	55540d0007f5415e6aba865e6aba865e6a75780b000104e803000004e8030000	
66	"sonic-linkmgrd-vm-codex-gpt56-sol-max-20260720/linkmgrd/.specula-output/repro/test_bugMC-4_cancelled_positive_timer.c"	"sonic-linkmgrd-vm-codex-gpt56-sol-max-20260720/linkmgrd/.specula-output/repro/test_bugMC-4_cancelled_positive_timer.c"	file	false	8	deflated	8	bbabd1be	2670	11099	[2026,7,21,2,12,36]	3	20	20	2175008768	100644	220105	55540d000735815e6aba865e6aba865e6a75780b000104e803000004e8030000	
